Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.27,0.0,0.0,0.02,0.29
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29
Point Blank DS (US sales),DS,2006,Shooter,Atari,0.05,0.0,0.0,0.0,0.06
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29
Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.07
Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0.0,0.0,0.04,0.0,0.04
Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04
The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0.0,0.06,0.44
Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.04
Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.09,0.12,0.64,2.62
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,Bethesda Softworks,0.04,0.03,0.0,0.01,0.08
Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0.0,0.05,0.41
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.05
Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
SoulLink Extension,PS2,2006,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0.0,0.02,0.28
Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.05
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.04
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23
Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08
Rapala Trophies,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0.0,0.22,2.07
Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2,2.08
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01
Nobunaga no Yabou DS,DS,2006,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24
Rayman Raving Rabbids,PC,2006,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.22
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.05
Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0.0,0.0,0.0,0.05
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24
SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95
Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01
Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
Black Cat,PS2,2006,Action,Capcom,0.0,0.0,0.01,0.0,0.01
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08
Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07
Point Blank DS (JP sales),DS,2006,Shooter,Atari,0.0,0.0,0.07,0.0,0.07
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01
The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,0.01,0.0,0.0,0.0,0.01
Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01
Chameleon: To Dye For!,DS,2006,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0.0,0.02,0.22
Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
UNO 52,DS,2006,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8
Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02
IHRA Drag Racing: Sportsman Edition,XB,2006,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.02
QuickSpot,DS,2006,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14
Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0.0,0.02,0.14
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76
Games Explosion!,GBA,2006,Action,THQ,0.01,0.0,0.0,0.0,0.02
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.29,0.01,0.12,0.03,0.45
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.03,0.0,0.04,0.45
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68
Rhythm Tengoku,GBA,2006,Misc,Nintendo,0.0,0.0,0.3,0.01,0.3
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28
1701 A.D.,PC,2006,Simulation,Deep Silver,0.0,0.25,0.0,0.04,0.3
Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0.0,0.07,0.3
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06
N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,0.2,0.02,0.05,0.02,0.3
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
Platypus,PSP,2006,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65
Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0.0,0.02,0.14
Portable Island: Tenohira Resort,PSP,2006,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14
Resident Evil,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0.0,0.01,0.0,0.0,0.02
Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24
The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0.0,0.0,0.0,0.05
Just Cause,PC,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,Spike,0.0,0.0,0.3,0.0,0.3
Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0.0,0.0,0.02,0.3
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,0.01,0.0,0.0,0.0,0.02
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0.0,0.0,0.0,0.02
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Zombie Hunters 2,PS2,2006,Action,Essential Games,0.0,0.0,0.02,0.0,0.02
Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22
Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0.0,0.0,0.01,0.09
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Mother 3,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15
Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04
Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21
Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0.0,0.07,0.48
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0.0,0.0,0.04,0.49
Battle Stadium D.O.N,GC,2006,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0.0,0.0,0.15
X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0.0,0.0,0.15
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.62,0.03,0.26,1.5
Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49
Touch Detective (JP sales),DS,2006,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02
Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.27,1.42
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.22,0.06,0.02,0.11,1.42
Bratz: Forever Diamondz,DS,2006,Adventure,THQ,0.43,0.88,0.0,0.18,1.48
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.21
Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0.0,0.0,0.27
Happy Feet,DS,2006,Action,Midway Games,0.27,0.01,0.0,0.02,0.31
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.5
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04
Clannad,PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,Sega,0.0,0.0,0.09,0.0,0.09
Chameleon,PSP,2006,Puzzle,505 Games,0.08,0.0,0.0,0.01,0.09
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04
Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006,Role-Playing,Takara Tomy,0.0,0.0,0.09,0.0,0.09
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
